アイドル	作品	P/S	レア度	カード名	入手	実装日
郁田はるき	シャニマス	S	R	283プロのヒナ	恒常	2024/01/01
斑鳩ルカ	シャニマス	P	SSR	Noisy Rush	限定	2024/01/01
八宮めぐる	シャニマス	S	SSR	春待ちララバイ	限定	2024/01/01
郁田はるき	シャニマス	S	SR	specially made	ガシャ特典	2024/01/01
福丸小糸	シャニマス	P	SSR	あなた様へ紡ぐ	トワコレ	2024/01/12
大崎甘奈	シャニマス	S	SSR	おそろしいかぐ！	トワコレ	2024/01/12
鈴木羽那	シャニマス	P	SR	白いツバサ	アイドルロード	2024/01/12
郁田はるき	シャニマス	P	SR	白いツバサ	アイドルロード	2024/01/12
鈴木羽那	シャニマス	P	SSR	アイドルロード	恒常	2024/01/12
郁田はるき	シャニマス	P	SSR	アイドルロード	恒常	2024/01/12
園田智代子	シャニマス	S	SR	ラフ？ガール	イベント	2024/01/12
市川雛菜	シャニマス	S.T.E.P.編				2024/01/22
浅倉透	シャニマス	P	SSR	雪あたりの季節	恒常	2024/01/22
鈴木羽那	シャニマス	S	SSR	Colorless Mirror	恒常	2024/01/22
田中摩美々	シャニマス	S	SR	ひまな白銀	イベント	2024/01/22
幽谷霧子	シャニマス	P	SSR	唯・唯・寧・詠	マイコレ	2024/01/26
大崎甜花	シャニマス	P	SSR	きみは相棒	マイコレ	2024/01/26
ノクチル	シャニマス	いきどまりの自由				2024/01/30
浅倉透	シャニマス	S	SSR	たすものについて	イベント	2024/01/30
小宮果穂	シャニマス	P	SSR	きみだけ！	限定	2024/01/30
月岡恋鐘	シャニマス	S	SSR	春風来たりて	限定	2024/01/30
大崎甘奈	シャニマス	S	SSR	OT♡NAメイクヘンシン☆	限定	2024/01/30
風野灯織	シャニマス	S	SSR	守って！スターリー☆ナイト	グレフェス報酬	2024/01/30
黛冬優子	シャニマス	P	SSR	ノンセンス・プロンプ	恒常	2024/02/08
西城樹里	シャニマス	S	SR	祈って、分け合って	イベント	2024/02/08
福丸小糸	シャニマス	S.T.E.P.編				2024/02/19
樋口円香	シャニマス	P	SSR	フリークス・アリー	恒常	2024/02/19
鈴木羽那	シャニマス	P	SR	優You	恒常	2024/02/19
黛冬優子	シャニマス	S	SR	三つ数えて	イベント	2024/02/19
白瀬咲耶	シャニマス	P	SSR	夜が来ても	マイコレ	2024/02/23
桑山千雪	シャニマス	P	SSR	やわらかくうけとめて	マイコレ	2024/02/23
アンティーカ	シャニマス	タイム・オブ・グッバイズ				2024/02/28
幽谷霧子	シャニマス	S	SSR	巡・巡・花・風	イベント	2024/02/28
郁田はるき	シャニマス	P	SSR	連綿と、桜	トワコレ	2024/02/28
西城樹里	シャニマス	S	SSR	宝物はこの手の中に	トワコレ	2024/02/28
小宮果穂	シャニマス	S	SSR	友情BURNING！	限定	2024/02/28
樋口円香	シャニマス	S	SR	Brilliant Blooms	ガシャ特典	2024/03/02
芹沢あさひ	シャニマス	S	SR	Brilliant Blooms	ガシャ特典	2024/03/03
三峰結華	シャニマス	P	SSR	Good-bye ラブレター	限定	2024/03/11
櫻木真乃	シャニマス	S	SSR	お手をどうぞ	限定	2024/03/11
杜野凛世	シャニマス	S	SR	超純情和菓子専科	イベント	2024/03/11
和泉愛依	シャニマス	P	SSR	あたし・マスト	恒常	2024/03/21
市川雛菜	シャニマス	S	SSR	spare☆☆☆☆time	恒常	2024/03/21
櫻木真乃	シャニマス	S	SR	月へようこそ	イベント	2024/03/21
月岡恋鐘	シャニマス	P	SSR	hurray for...	マイコレ	2024/03/23
緋田美琴	シャニマス	P	SSR	YOU＆I	マイコレ	2024/03/23
芹沢あさひ	シャニマス	S	SSR	路地裏のRhyme	限定	2024/03/29
ストレイライト	シャニマス	Stay just the way you are				2024/04/02
芹沢あさひ	シャニマス	S	SSR	夕日に照らされ光るもの	イベント	2024/04/02
白瀬咲耶	シャニマス	P	SSR	記憶が降る街	トワコレ	2024/04/02
浅倉透	シャニマス	S	SSR	てやんでぇ	トワコレ	2024/04/02
櫻木真乃	シャニマス	S	SR	出会い	ガシャ特典	2024/04/06
八宮めぐる	シャニマス	S	SR	今、羽ばたく瞬間――。	配布	2024/04/06
郁田はるき	シャニマス	P	SSR	桜花拾	限定	2024/04/10
田中摩美々	シャニマス	S	SSR	パッチ・リコレクション	限定	2024/04/10
樋口円香	シャニマス	S	SR	fuka	イベント	2024/04/10
櫻木真乃	シャニマス	S	SR	ツバサグラビティ	配布	2024/04/10
越境イベント	シャニマス	シャイニーの日 2024 特別コミュ				2024/04/12
櫻木真乃	シャニマス	P	SSR	私のハルモニア	マイコレ	2024/04/13
斑鳩ルカ	シャニマス	P	SSR	BLUES	マイコレ	2024/04/13
田中摩美々	シャニマス	S	SR	みんなと一緒に	ガシャ特典	2024/04/13
三峰結華	シャニマス	S	SR	ウタという炎	配布	2024/04/13
大崎甘奈	シャニマス	P	SSR	憧憬リキュール	パラコレ	2024/04/18
市川雛菜	シャニマス	P	SSR	change___	パラコレ	2024/04/18
大崎甜花	シャニマス	S	SR	余白のページ	イベント	2024/04/18
大崎甘奈	シャニマス	S	SR	みんなと一緒に	ガシャ特典	2024/04/20
幽谷霧子	シャニマス	S	SR	Fantastic Fireworks	ガシャ特典	2024/04/20
大崎甜花	シャニマス	S	SR	未来への憧れ	配布	2024/04/20
鈴木羽那	シャニマス	S	SR	Fantastic Fireworks	ガシャ特典	2024/04/21
斑鳩ルカ	シャニマス	ファン感謝祭編				2024/04/24
鈴木羽那	シャニマス	ファン感謝祭編				2024/04/24
郁田はるき	シャニマス	ファン感謝祭編				2024/04/24
コメティック	シャニマス	ファン感謝祭編				2024/04/24
越境イベント	シャニマス	6th Anniversary 当日スペシャルコミュ				2024/04/24
小宮果穂	シャニマス	S	SR	みんなと一緒に	ガシャ特典	2024/04/27
西城樹里	シャニマス	S	SR	本当のヒーロー！	配布	2024/04/27
イルミネーションスターズ	シャニマス	絆光記				2024/04/29
八宮めぐる	シャニマス	S	SSR	王と蚤	イベント	2024/04/29
櫻木真乃	シャニマス	P	SSR	あなたと、いただきます	限定	2024/04/29
三峰結華	シャニマス	S	SSR	宝鈿玉釵	限定	2024/04/29
風野灯織	シャニマス	S	SR	みんなと一緒に	ガシャ特典	2024/05/04
櫻木真乃	シャニマス	S	SR	３人だけのフォーメーション	配布	2024/05/04
杜野凛世	シャニマス	P	SSR	硝子少女	恒常	2024/05/09
郁田はるき	シャニマス	S	SSR	遠き明滅	恒常	2024/05/09
白瀬咲耶	シャニマス	S	SR	スイッチ・デイズ	イベント	2024/05/09
杜野凛世	シャニマス	S	SR	今のすべてを	配布	2024/05/11
桑山千雪	シャニマス	S	SR	W.I.N.G.への軌跡	配布	2024/05/18
杜野凛世	シャニマス	S.T.E.P.編				2024/05/21
桑山千雪	シャニマス	P	SSR	切り拓いて・茨	パラコレ	2024/05/21
黛冬優子	シャニマス	P	SSR	紅茶夢現	パラコレ	2024/05/21
有栖川夏葉	シャニマス	S	SR	夢境カスタマイズ	イベント	2024/05/21
園田智代子	シャニマス	S	SR	照らしあう景色	配布	2024/05/25
コメティック	シャニマス	THE（CoMETIK）EPISODE				2024/05/30
斑鳩ルカ	シャニマス	S	SSR	夜になって	イベント	2024/05/30
鈴木羽那	シャニマス	P	SSR	Marry You？	限定	2024/05/30
樋口円香	シャニマス	S	SSR	水平	限定	2024/05/30
月岡恋鐘	シャニマス	S	SR	最初の勇気	配布	2024/06/01
幽谷霧子	シャニマス	P	SSR	白・架・祝・幻	恒常	2024/06/07
杜野凛世	シャニマス	S	SSR	白木槿	恒常	2024/06/07
郁田はるき	シャニマス	S	SR	猫と犬みたいな雨	イベント	2024/06/07
八宮めぐる	シャニマス	S	SR	花火のヒカリ	ガシャ特典	2024/06/08
有栖川夏葉	シャニマス	S	SR	色とりどりのイメージ	配布	2024/06/08
幽谷霧子	シャニマス	S	SR	ライブ前	ガシャ特典	2024/06/15
大崎甘奈	シャニマス	S	SR	バトンをつないで	配布	2024/06/15
幽谷霧子	シャニマス	S.T.E.P.編				2024/06/19
緋田美琴	シャニマス	P	SSR	This way	トワコレ	2024/06/19
和泉愛依	シャニマス	P	SSR	誓う～！	トワコレ	2024/06/19
田中摩美々	シャニマス	S	SR	レイニーじゃんじゃん	イベント	2024/06/19
八宮めぐる	シャニマス	S	SR	２８３プロの集大成	ガシャ特典	2024/06/22
風野灯織	シャニマス	S	SR	Spread the Wings!!	配布	2024/06/22
シーズ	シャニマス	それはとても青く。				2024/06/29
緋田美琴	シャニマス	P	SSR	BLUE SKY	イベント	2024/06/29
斑鳩ルカ	シャニマス	P	SSR	SMASH	限定	2024/06/29
大崎甘奈	シャニマス	S	SSR	ウォーターパーク☆リポート	限定	2024/06/29
田中摩美々	シャニマス	S	SR	サマーアイドル2022	ガシャ特典	2024/06/29
有栖川夏葉	シャニマス	S.T.E.P.編				2024/07/09
大崎甜花	シャニマス	P	SSR	甜der Dream Show	恒常	2024/07/09
月岡恋鐘	シャニマス	S	SSR	いんすたんとバケーション！	恒常	2024/07/09
三峰結華	シャニマス	S	SR	IN THE MOOD VOL.3	イベント	2024/07/09
園田智代子	シャニマス	S	SR	サマーアイドル2022	ガシャ特典	2024/07/09
小宮果穂	シャニマス	P	SSR	ななひゃくさんじゅう えん	パラコレ	2024/07/18
樋口円香	シャニマス	P	SSR	ジャンク・ション	パラコレ	2024/07/18
杜野凛世	シャニマス	S	SR	なつおもひ	イベント	2024/07/18
七草にちか	シャニマス	S	SR	サマーアイドル2022	ガシャ特典	2024/07/18
浅倉透	シャニマス	S	SR	LIVE FUN!!	ガシャ特典	2024/07/27
芹沢あさひ	シャニマス	S	SR	LIVE FUN!!	ガシャ特典	2024/07/28
黛冬優子	シャニマス	P	SSR	ア・冬優子イズム	恒常	2024/07/30
浅倉透	シャニマス	S	SSR	ジューンブライド2024	限定	2024/07/30
園田智代子	シャニマス	S	SSR	ちょこほりっく♡注意報	グレフェス報酬	2024/07/30
推しの子	シャニマス	Actors				2024/08/07
黒川あかね	シャニマス	S	SSR	Actors	イベント	2024/08/07
七草にちか	シャニマス	P	SSR	伝えテ niiid U	恒常	2024/08/07
MEMちょ	シャニマス	P	SSR	In yellow	限定	2024/08/07
ルビー	シャニマス	S	SSR	Starlight	限定	2024/08/07
樋口円香	シャニマス	S	SR	露光	イベント	2024/08/07
ルビー	シャニマス	P	SSR	In red	トワコレ	2024/08/14
有馬かな	シャニマス	P	SSR	In white	トワコレ	2024/08/14
園田智代子	シャニマス	P	SSR	はじめましてラストダンス	トワコレ	2024/08/19
斑鳩ルカ	シャニマス	S	SSR	JUNK STAR	トワコレ	2024/08/19
有栖川夏葉	シャニマス	S	SR	七色を知っている	イベント	2024/08/19
アルストロメリア	シャニマス	【配信！】おはこんばんストロメリア！				2024/08/30
桑山千雪	シャニマス	S	SSR	私たちらしく	イベント	2024/08/30
大崎甘奈	シャニマス	P	SSR	輝いてアンドロメダ	限定	2024/08/30
小宮果穂	シャニマス	S	SSR	ワン・フォー・オール！	限定	2024/08/30
幽谷霧子	シャニマス	S	SSR	サマーキャンペーン2024	ガシャ特典	2024/08/30
風野灯織	シャニマス	P	SSR	ベター・ザン・ベスト	限定	2024/09/09
福丸小糸	シャニマス	S	SSR	さよならメランコリー	限定	2024/09/09
七草にちか	シャニマス	S	SR	僥倖、色付く	イベント	2024/09/09
芹沢あさひ	シャニマス	P	SSR	ムーンライト・ガーデン	恒常	2024/09/18
七草にちか	シャニマス	S	SSR	なけなしホリデー	恒常	2024/09/18
福丸小糸	シャニマス	S	SR	翅がみえた	イベント	2024/09/18
放課後クライマックスガールズ	シャニマス	夢のあと、さき				2024/09/29
西城樹里	シャニマス	S	SSR	紡ぐ黄昏	イベント	2024/09/29
月岡恋鐘	シャニマス	P	SSR	いつか帰りたか場所	パラコレ	2024/09/29
大崎甜花	シャニマス	P	SSR	LADY♡e-DOL	パラコレ	2024/09/29
櫻木真乃	シャニマス	S	SSR	プリズムフレア	配布	2024/10/05
和泉愛依	シャニマス	S	SR	飛んでく先を決めるのは	配布	2024/10/05
芹沢あさひ	シャニマス	S	SR	迷光、生じる	ガシャ特典	2024/10/05
桑山千雪	シャニマス	S	SR	Chapter283	ガシャ特典	2024/10/05
鈴木羽那	シャニマス	S	SR	Chapter283	ガシャ特典	2024/10/06
斑鳩ルカ	シャニマス	G.R.A.D.編				2024/10/09
鈴木羽那	シャニマス	G.R.A.D.編				2024/10/09
郁田はるき	シャニマス	G.R.A.D.編				2024/10/09
園田智代子	シャニマス	S.T.E.P.編				2024/10/09
浅倉透	シャニマス	P	SSR	ヘブンリーブルーをつかまえて	限定	2024/10/09
斑鳩ルカ	シャニマス	S	SSR	※CAUTION※	限定	2024/10/09
